Question,Grade,Grader,Answer_Type,Course,Discipline,Knowledge Dimension,Cognitive Process Dimension,Math,Code,Author_Book,Trick
4,10,Grader3,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,6,Grader1,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,9,Grader2,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,10,Grader3,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,4,Grader1,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,10,Grader2,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,10,Grader3,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,0,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,2,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,8,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,0,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,4,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,8,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,10,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,9,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
4,8,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
5,6,Grader1,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,8,Grader2,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,10,Grader3,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,4,Grader1,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,10,Grader2,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,10,Grader3,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,6,Grader1,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,9,Grader2,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,10,Grader3,Human,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,8,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,5,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,3,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,8,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,4,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,3,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,9,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,5,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
5,3,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,evaluate,Y,N,Y,N
6,0,Grader1,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader2,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader3,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader1,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader2,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader3,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader1,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader2,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader3,Human,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,0,Grader1,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,5,Grader2,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,0,Grader3,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,10,Grader1,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,5,Grader2,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,0,Grader3,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,0,Grader1,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,5,Grader2,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
6,0,Grader3,GPT,Discrete Mathematics,Computer Science,conceptual,apply,Y,N,Y,N
7,10,Grader1,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,10,Grader2,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,10,Grader3,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,9,Grader1,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,8,Grader2,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,5,Grader3,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,10,Grader1,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,10,Grader2,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,10,Grader3,Human,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,9,Grader1,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,7,Grader2,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,3,Grader3,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,3,Grader1,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,3,Grader2,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,0,Grader3,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,3,Grader1,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,4,Grader2,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
7,0,Grader3,GPT,Discrete Mathematics,Computer Science,conceptual,analyze,Y,N,Y,N
8,10,Grader1,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader2,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader3,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader1,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader2,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader3,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader1,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader2,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader3,Human,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader1,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader2,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader3,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader1,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader2,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader3,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader1,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader2,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
8,10,Grader3,GPT,Discrete Mathematics,Computer Science,factual,apply,Y,N,N,N
9,7,Grader1,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader2,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader3,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader1,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader2,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader3,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader1,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader2,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,7,Grader3,Human,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader1,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader2,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
9,5,Grader3,GPT,Discrete Mathematics,Computer Science,procedural,apply,Y,N,Y,N
10,10,Grader1,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader2,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader3,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader1,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader2,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader3,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,8,Grader1,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader2,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,10,Grader3,Human,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,0,Grader1,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,3,Grader2,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,3,Grader3,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,3,Grader1,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,8,Grader2,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,8,Grader3,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,0,Grader1,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,8,Grader2,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
10,3,Grader3,GPT,Discrete Mathematics,Computer Science,factual,analyze,Y,N,N,N
1,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,8.5,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,9,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,9,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,9,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
1,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,2.5,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,2.5,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,2.5,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,5,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,4,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,5,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,5,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,4,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
2,5,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader2,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader3,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader1,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader2,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader3,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader1,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader2,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader3,Human,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
3,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,factual,apply,N,N,N,N
4,10,Grader1,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader2,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader3,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader1,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader2,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader3,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader1,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader2,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader3,Human,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
4,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,factual,remember,N,N,N,N
5,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,5,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,8,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,8,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
5,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
6,5,Grader1,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,5,Grader2,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,5,Grader3,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,10,Grader1,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,10,Grader2,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,10,Grader3,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,10,Grader1,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,10,Grader2,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,10,Grader3,Human,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader1,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader2,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader3,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader1,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader2,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader3,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader1,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader2,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
6,7.5,Grader3,GPT,"Computer Systems
Organization",Computer Science,conceptual,analyze,N,N,N,N
7,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
7,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,create,N,Y,N,N
8,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
8,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
9,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader1,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader2,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader3,Human,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,5.5,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,4,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,6,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader3,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader1,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
10,10,Grader2,GPT,"Computer Systems
Organization",Computer Science,procedural,apply,N,Y,N,N
